polled_at_utc,state,site_id,lat,lng,temp_f,short_forecast,precip_pct,wind_mph,snow,ice,is_rain,is_heavy_rain,state_severe_alert,m_weather_delta
2026-07-30T00:01:41Z,IL,IL00055IN002700029,38.8649,-89.8532,81,Clear,0,7,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00055IN014900028,40.3599,-89.1099,80,Clear,0,8,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00080IW005100013,41.3937,-89.5591,82,Clear,0,5,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00072IW015200014,39.9888,-88.7852,82,Mostly Clear,0,9,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00039IN008500036,41.7236,-89.0062,81,Clear,0,5,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00074IW002800020,41.2141,-90.3308,82,Clear,0,5,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00057IN007900034,38.0297,-88.9203,83,Clear,0,5,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00055IS002700019,38.8723,-89.8511,81,Clear,0,7,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00074IW006200004,40.8802,-90.0895,83,Clear,0,6,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00080IW011700016,41.4473,-88.3285,81,Clear,0,5,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00074IE015600037,40.2732,-88.6762,82,Mostly Clear,0,9,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00070IE002700042,38.7849,-89.7023,81,Clear,0,6,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00055IS006400017,39.3523,-89.6447,81,Clear,0,7,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00057IS022200054,39.9314,-88.3043,81,Mostly Clear,0,8,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00057IN011400033,38.5963,-88.9638,82,Clear,0,1,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00055IN019400031,40.8234,-88.6875,80,Clear,0,5,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00064IE002500038,38.5481,-89.7731,83,Clear,0,7,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00024IW003700010,37.1593,-88.6798,83,Clear,0,3,False,False,False,False,False,0.0
2026-07-30T00:01:41Z,IL,IL00070IW002700015,38.7884,-89.6889,81,Clear,0,5,False,False,False,False,False,0.0
