polled_at_utc,state,site_id,lat,lng,temp_f,short_forecast,precip_pct,wind_mph,snow,ice,is_rain,is_heavy_rain,state_severe_alert,m_weather_delta
2026-08-06T00:07:08Z,IL,IL00074IE011400005,40.6125,-89.245,75,Showers And Thunderstorms Likely,58,7,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00072IE015200041,39.9923,-88.7827,81,Chance Showers And Thunderstorms,37,7,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IN011400033,38.5963,-88.9638,84,Mostly Cloudy,3,2,False,False,False,False,False,0.0
2026-08-06T00:07:08Z,IL,IL00055IN002700029,38.8649,-89.8532,84,Slight Chance Showers And Thunderstorms,19,6,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IN022200048,39.9218,-88.299,81,Slight Chance Showers And Thunderstorms,23,5,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IS011400023,38.5965,-88.9677,84,Mostly Cloudy,3,2,False,False,False,False,False,0.0
2026-08-06T00:07:08Z,IL,IL00080IE005100040,41.3938,-89.5665,78,Chance Showers And Thunderstorms,41,10,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00074IW020800052,40.1298,-87.7441,80,Chance Showers And Thunderstorms,27,3,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00070IW002700015,38.7884,-89.6889,85,Slight Chance Showers And Thunderstorms,15,6,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00064IW013000053,38.2322,-87.9882,83,Mostly Clear,0,1,False,False,False,False,False,0.0
2026-08-06T00:07:08Z,IL,IL00064IE008500039,38.273,-88.8496,88,Partly Cloudy,0,3,False,False,False,False,False,0.0
2026-08-06T00:07:08Z,IL,IL00080IW005100013,41.3937,-89.5591,77,Chance Showers And Thunderstorms,42,10,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IS022200054,39.9314,-88.3043,81,Slight Chance Showers And Thunderstorms,23,5,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IN026800032,40.5505,-88.0605,78,Showers And Thunderstorms Likely,63,5,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00055IN010400050,39.8627,-89.5948,82,Showers And Thunderstorms Likely,57,6,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IS033300046,41.3918,-87.7749,75,Showers And Thunderstorms Likely,56,10,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00039IS008500026,41.7285,-89.0105,70,Chance Showers And Thunderstorms,50,5,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00055IN006400027,39.3465,-89.6408,83,Slight Chance Showers And Thunderstorms,23,6,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00080IE011700043,41.4314,-88.3454,74,Showers And Thunderstorms Likely,60,10,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00080IW011700016,41.4473,-88.3285,74,Showers And Thunderstorms Likely,59,10,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00074IW015600009,40.2711,-88.6701,82,Chance Showers And Thunderstorms,38,7,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00072IW015200014,39.9888,-88.7852,81,Chance Showers And Thunderstorms,37,7,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00057IN033300049,41.3892,-87.7729,75,Showers And Thunderstorms Likely,63,10,False,False,True,True,False,0.1
2026-08-06T00:07:08Z,IL,IL00074IE015600037,40.2732,-88.6762,79,Chance Showers And Thunderstorms,44,6,False,False,True,True,False,0.1
