polled_at_utc,state,site_id,time_stamp,reported_available,capacity,trend,open,trust_data,low_threshold
2026-08-21T00:13:44Z,IL,IL00080IE011700043,2026-08-21T00:13:43Z,Unknown,31,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IW020800052,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00064IW013000053,2026-08-21T00:13:40Z,0,0,Unknown,False,False,
2026-08-21T00:13:44Z,IL,IL00080IW011700016,2026-08-21T00:13:40Z,Unknown,39,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IS033300046,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IS007900047,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IN006400027,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IN002700029,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IN022200048,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IN010400050,2026-08-21T00:13:41Z,0,0,Unknown,False,False,
2026-08-21T00:13:44Z,IL,IL00064IE008500039,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00070IE002700042,2026-08-21T00:13:42Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00070IE008600051,2026-08-21T00:13:42Z,0,0,Unknown,False,False,
2026-08-21T00:13:44Z,IL,IL00064IW008500012,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00080IW005100013,2026-08-21T00:13:40Z,Unknown,47,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IS022200054,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IS019400021,2026-08-21T00:13:40Z,Unknown,29,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IS026800022,2026-08-21T00:13:40Z,Unknown,27,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IN014900028,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IE002800030,2026-08-21T00:13:41Z,Unknown,14,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IN019400031,2026-08-21T00:13:41Z,Unknown,36,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IN026800032,2026-08-21T00:13:41Z,Unknown,25,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00039IN008500036,2026-08-21T00:13:41Z,Unknown,42,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00064IE002500038,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IS011400023,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00039IS008500026,2026-08-21T00:13:41Z,Unknown,42,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IN033300049,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IN007900034,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00024IW003700010,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IS002700019,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00072IE015200041,2026-08-21T00:13:42Z,9,16,FILLING,True,True,
2026-08-21T00:13:44Z,IL,IL00070IW002700015,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IN011400033,2026-08-21T00:13:41Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IW015600009,2026-08-21T00:13:40Z,0,0,Unknown,False,False,
2026-08-21T00:13:44Z,IL,IL00072IW015200014,2026-08-21T00:13:40Z,Unknown,17,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IE015600037,2026-08-21T00:13:41Z,0,0,Unknown,False,False,
2026-08-21T00:13:44Z,IL,IL00064IW002500011,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IW002800020,2026-08-21T00:13:40Z,Unknown,15,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00080IE005100040,2026-08-21T00:13:41Z,Unknown,39,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00055IS006400017,2026-08-21T00:13:40Z,Unknown,0,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IE011400005,2026-08-21T00:13:41Z,Unknown,25,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00074IW006200004,2026-08-21T00:13:43Z,8,12,STEADY,True,True,
2026-08-21T00:13:44Z,IL,IL00070IW008700045,2026-08-21T00:13:40Z,2,15,CLEARING,True,True,
2026-08-21T00:13:44Z,IL,IL00057IS016500018,2026-08-21T00:13:40Z,1,15,FILLING,True,True,
2026-08-21T00:13:44Z,IL,IL00074IW011400006,2026-08-21T00:13:40Z,2,18,FILLING,True,True,
2026-08-21T00:13:44Z,IL,IL00074IE006200001,2026-08-21T00:13:42Z,8,13,STEADY,True,True,
2026-08-21T00:13:44Z,IL,IL00070IW014900008,2026-08-21T00:13:17Z,Unknown,39,Unknown,True,False,
2026-08-21T00:13:44Z,IL,IL00057IN016500044,2026-08-21T00:13:41Z,0,15,STEADY,False,False,
2026-08-21T00:13:44Z,IL,IL00055IS010400024,2026-08-21T00:13:40Z,Unknown,0,STEADY,,False,
2026-08-21T00:13:44Z,IL,IL00057IS003200025,2026-08-21T00:13:40Z,Unknown,0,STEADY,,False,
2026-08-21T00:13:44Z,IL,IL00057IN003200035,2026-08-21T00:13:41Z,Unknown,17,STEADY,,False,
2026-08-21T00:13:44Z,IN,322,2026-08-20T20:00:00-04:00,69,75,,True,false,
2026-08-21T00:13:44Z,IN,317,2026-08-20T20:00:00-04:00,18,58,,True,true,
2026-08-21T00:13:44Z,IN,316,2026-08-20T20:00:00-04:00,46,58,,True,false,
2026-08-21T00:13:44Z,IN,315,2026-08-20T20:00:00-04:00,Unknown,36,,False,true,
2026-08-21T00:13:44Z,IN,314,2026-08-20T20:00:00-04:00,Unknown,36,,False,true,
2026-08-21T00:13:44Z,IN,313,2026-08-20T20:00:00-04:00,LOW,75,,True,true,
2026-08-21T00:13:44Z,IN,312,2026-08-20T20:00:00-04:00,LOW,75,,True,true,
2026-08-21T00:13:44Z,IN,311,2026-08-20T20:00:00-04:00,Unknown,13,,False,true,
2026-08-21T00:13:44Z,IN,310,2026-08-20T20:00:00-04:00,Unknown,13,,False,true,
2026-08-21T00:13:44Z,IN,308,2026-08-20T20:00:00-04:00,35,75,,True,true,
2026-08-21T00:13:44Z,IN,309,2026-08-20T20:00:00-04:00,110,150,,True,true,
2026-08-21T00:13:44Z,IN,318,2026-08-20T20:00:00-04:00,21,78,,True,true,
2026-08-21T00:13:44Z,IN,319,2026-08-20T20:00:00-04:00,15,78,,True,true,
2026-08-21T00:13:44Z,IN,320,2026-08-20T20:00:00-04:00,43,83,,True,true,
